# x,y,theta
2.09482,0.990168,-0.616197
2.10698,0.981384,-0.625876
2.11905,0.972483,-0.63508
2.13105,0.963473,-0.6443
2.14296,0.95436,-0.653229
2.15478,0.945149,-0.661758
2.16654,0.935824,-0.670356
2.17823,0.926402,-0.678603
2.18983,0.916895,-0.686479
2.20137,0.907287,-0.694303
2.2128,0.897626,-0.70182
2.22419,0.887851,-0.709076
2.23551,0.877999,-0.716232
2.24675,0.868078,-0.723146
2.25792,0.858082,-0.72995
2.26904,0.847995,-0.736509
2.2801,0.837847,-0.742798
2.29107,0.827643,-0.748943
2.30201,0.817355,-0.754892
2.31286,0.80703,-0.760619
2.32368,0.79662,-0.766213
2.33442,0.78617,-0.771593
2.34513,0.775644,-0.776806
2.35577,0.765074,-0.78188
2.36636,0.754455,-0.786779
2.3769,0.743783,-0.791531
2.3874,0.733062,-0.79612
2.39783,0.722308,-0.800547
2.40823,0.711496,-0.804856
2.41859,0.700633,-0.809016
2.42889,0.689746,-0.81303
2.43918,0.678788,-0.816946
2.44939,0.667826,-0.820676
2.45957,0.656825,-0.824275
2.46973,0.64577,-0.827793
2.47984,0.63468,-0.831239
2.48991,0.623571,-0.834488
2.49994,0.612438,-0.837635
2.50995,0.601251,-0.840733
2.51992,0.590045,-0.843619
2.52987,0.578808,-0.846418
2.53977,0.567548,-0.849181
2.54964,0.556273,-0.851813
2.5595,0.54495,-0.854373
2.56932,0.533624,-0.856881
2.57912,0.52225,-0.859221
2.58888,0.510881,-0.861472
2.59864,0.499464,-0.863699
2.60836,0.488042,-0.865766
2.61805,0.476602,-0.867777
2.62772,0.465148,-0.869765
2.63738,0.453656,-0.871624
2.64702,0.442156,-0.873424
2.65663,0.430642,-0.875201
2.66621,0.419122,-0.876958
2.67579,0.407565,-0.878565
2.68534,0.396013,-0.880105
2.69488,0.384437,-0.881637
2.70441,0.372833,-0.883015
2.71392,0.361232,-0.884333
2.72341,0.34962,-0.885658
2.73289,0.337989,-0.886845
2.74236,0.326345,-0.888012
2.75179,0.314717,-0.889186
2.76124,0.303049,-0.890184
2.77066,0.291393,-0.891153
2.78008,0.279717,-0.892147
2.78949,0.268017,-0.89303
2.79889,0.256324,-0.89389
2.80828,0.244622,-0.894764
2.81765,0.232914,-0.895646
2.82701,0.221203,-0.896311
2.83638,0.209479,-0.896916
2.84572,0.197765,-0.897563
2.85508,0.186018,-0.898074
2.86442,0.174276,-0.898598
2.87374,0.162554,-0.899166
2.88308,0.150797,-0.899516
2.8924,0.13905,-0.899862
2.90173,0.127293,-0.900271
2.91104,0.115553,-0.900512
2.92037,0.103771,-0.900754
2.92966,0.0920367,-0.901055
2.93898,0.0802633,-0.901399
2.94828,0.0685097,-0.901495
2.95759,0.0567373,-0.901495
2.96695,0.0449018,-0.901632
2.97619,0.0332154,-0.901632
2.98551,0.0214364,-0.901632
2.99481,0.00967054,-0.901632
3.00411,-0.0020775,-0.901393
3.01343,-0.0138479,-0.90121
3.02274,-0.0256085,-0.901138
3.03205,-0.0373568,-0.900779
3.04136,-0.0491101,-0.900455
3.05072,-0.0609116,-0.900248
3.06003,-0.0726284,-0.899758
3.06935,-0.0843653,-0.89928
3.07869,-0.096105,-0.898931
3.08804,-0.107842,-0.898339
3.09739,-0.119573,-0.897755
3.10679,-0.131359,-0.897298
3.11609,-0.143003,-0.896951
3.12546,-0.154717,-0.896156
3.13484,-0.166424,-0.895398
3.14423,-0.178136,-0.894806
3.15364,-0.189836,-0.893857
3.16304,-0.201512,-0.892964
3.17244,-0.213179,-0.892249
3.18187,-0.224846,-0.891141
3.19133,-0.236527,-0.890065
3.20076,-0.248152,-0.889191
3.21024,-0.259805,-0.887944
3.21971,-0.271413,-0.88673
3.2292,-0.283028,-0.885718
3.23872,-0.294647,-0.884336
3.24823,-0.306221,-0.883046
3.25777,-0.317808,-0.881947
3.26731,-0.329365,-0.880327
3.27688,-0.340914,-0.878797
3.28648,-0.352465,-0.877513
3.29609,-0.363985,-0.875724
3.30571,-0.375486,-0.874005
3.31537,-0.386987,-0.872553
3.32502,-0.398446,-0.87061
3.3347,-0.409888,-0.868716
3.34441,-0.421335,-0.867099
3.35415,-0.432759,-0.864994
3.3639,-0.444153,-0.862905
3.37366,-0.455516,-0.861135
3.38347,-0.466883,-0.858707
3.39329,-0.478204,-0.856453
3.40315,-0.48953,-0.85454
3.41302,-0.500808,-0.851957
3.42293,-0.512086,-0.849493
3.43286,-0.523327,-0.847387
3.44281,-0.53453,-0.844641
3.4528,-0.54572,-0.842002
3.46283,-0.556902,-0.839721
3.47286,-0.568023,-0.836745
3.48295,-0.57914,-0.833823
3.49307,-0.590214,-0.830354
3.50323,-0.601257,-0.827066
3.51342,-0.612275,-0.824284
3.52363,-0.623228,-0.820652
3.5339,-0.634178,-0.817286
